id,Nathalie Arthaud,Nicolas Dupont-Aignan,Valérie Pecresse,Anne Hidalgo,Yannick Jadot,Eric Zemmour,Fabien Roussel,Jean Lassalle,Marine Le Pen,Emmanuel Macron,Jean-Luc Mélenchon,Philippe Poutou
787,0,0,0,0,1,0,1,0,0,0,1,0
789,0,0,0,0,0,0,0,0,0,1,1,0
790,0,0,0,0,0,0,0,0,0,0,1,0
792,0,0,0,0,1,0,0,0,0,0,1,0
793,0,0,0,0,1,0,0,0,0,0,1,0
794,0,1,0,0,0,1,0,1,1,0,0,0
795,0,0,0,1,1,0,0,0,0,0,1,0
796,0,0,0,1,1,0,0,0,0,0,0,0
799,0,0,0,0,1,0,0,0,0,0,0,1
800,0,0,0,0,0,0,0,0,0,0,1,1
801,0,0,0,1,1,0,0,0,0,1,0,0
805,0,0,0,0,1,0,0,0,0,0,1,1
807,0,0,0,0,1,0,0,0,0,0,1,0
809,0,0,0,1,0,0,1,0,0,0,0,0
811,1,0,0,0,0,0,0,0,0,0,1,1
812,0,0,0,0,1,0,1,0,0,0,1,1
813,0,0,0,0,0,0,0,0,0,1,1,0
815,0,0,0,0,0,1,0,0,1,0,0,0
816,1,0,0,1,1,0,1,0,0,0,1,1
817,1,0,0,1,1,0,0,1,0,0,1,1
819,0,0,0,1,1,0,1,0,0,0,0,1
822,0,0,0,0,0,0,0,1,0,1,0,0
823,0,0,0,0,1,0,0,0,0,0,1,0
825,0,0,0,1,1,0,0,0,0,0,1,0
826,0,0,1,1,1,0,0,0,0,1,0,0
827,1,0,0,0,0,0,0,0,0,0,1,1
829,1,0,0,0,1,0,1,0,0,0,1,1
830,1,0,0,0,1,0,1,1,0,0,1,1
832,0,0,0,1,1,0,0,0,0,0,1,0
833,0,0,0,0,0,0,0,0,1,0,0,0
835,1,0,0,0,0,0,0,0,0,0,1,1
836,0,0,0,0,1,0,0,0,0,0,1,0
837,1,0,0,0,1,0,0,0,0,0,1,1
838,0,0,1,1,0,0,0,0,0,1,0,0
839,1,0,0,0,0,0,0,0,0,0,1,1
840,0,0,0,0,1,0,1,1,0,0,1,1
841,1,0,0,0,1,0,0,0,0,0,1,1
842,0,0,0,0,1,0,0,0,0,0,1,1
843,1,0,0,0,0,0,1,0,0,0,1,1
845,0,0,0,0,0,0,0,0,0,0,1,1
847,0,0,0,0,1,0,0,0,0,0,1,1
848,0,0,0,0,0,0,0,0,0,0,1,1
850,1,0,0,0,0,0,0,0,0,1,1,1
854,1,0,0,0,0,0,1,0,0,0,1,1
856,1,0,0,0,1,0,0,0,0,0,1,1
860,1,0,0,0,0,0,1,0,0,0,1,1
863,1,0,0,0,0,0,1,0,0,0,1,0
864,0,0,0,0,0,0,0,0,1,0,1,1
